法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置,ID,法院代碼
臺灣橋頭地方法院,107法登他54,218,變更登記,社團法人高雄市心儀慈善會,107/05/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPESAAG&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000054&ef=CTD&fg=1,output/details/CTD/107/000054/AAAdkxAAHAAAPESAAG.json,AAAdkxAAHAAAPESAAG,CTD
臺灣橋頭地方法院,107法登他55,110,變更登記,財團法人高苑科技大學,107/05/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPEjAAG&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000055&ef=CTD&fg=1,output/details/CTD/107/000055/AAAdkxAAHAAAPEjAAG.json,AAAdkxAAHAAAPEjAAG,CTD
臺灣橋頭地方法院,107法登他56,219,變更登記,財團法人佛光山文教基金會,107/05/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPEjAAI&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000056&ef=CTD&fg=1,output/details/CTD/107/000056/AAAdkxAAHAAAPEjAAI.json,AAAdkxAAHAAAPEjAAI,CTD
臺灣橋頭地方法院,107法登他57,220,變更登記,財團法人惠民醫療救濟基金會,107/05/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPEjAAH&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000057&ef=CTD&fg=1,output/details/CTD/107/000057/AAAdkxAAHAAAPEjAAH.json,AAAdkxAAHAAAPEjAAH,CTD
臺灣橋頭地方法院,107法登他58,221,變更登記,社團法人台灣環境教育協會,107/05/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPESAAJ&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000058&ef=CTD&fg=1,output/details/CTD/107/000058/AAAdkxAAHAAAPESAAJ.json,AAAdkxAAHAAAPESAAJ,CTD
臺灣橋頭地方法院,107法登他59,18,變更登記,正修學校財團法人,107/05/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPESAAI&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000059&ef=CTD&fg=1,output/details/CTD/107/000059/AAAdkxAAHAAAPESAAI.json,AAAdkxAAHAAAPESAAI,CTD
臺灣橋頭地方法院,107法登他43,208,變更登記,社團法人台灣志願服務國際交流協會,107/04/25,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPESAAH&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000043&ef=CTD&fg=1,output/details/CTD/107/000043/AAAdkxAAHAAAPESAAH.json,AAAdkxAAHAAAPESAAH,CTD
臺灣橋頭地方法院,107法登他60,96,變更登記,社團法人高雄市鳳凰藝術發展協會,107/05/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPF%2BAAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000060&ef=CTD&fg=1,output/details/CTD/107/000060/AAAdkxAAHAAAPF+AAC.json,AAAdkxAAHAAAPF+AAC,CTD
臺灣橋頭地方法院,107法登他57,220,變更登記,財團法人惠民醫療救濟基金會,107/05/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPE7AAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000057&ef=CTD&fg=1,output/details/CTD/107/000057/AAAdkxAAHAAAPE7AAE.json,AAAdkxAAHAAAPE7AAE,CTD
臺灣橋頭地方法院,107法登他58,221,變更登記,社團法人台灣環境教育協會,107/05/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPE7AAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000058&ef=CTD&fg=1,output/details/CTD/107/000058/AAAdkxAAHAAAPE7AAD.json,AAAdkxAAHAAAPE7AAD,CTD
臺灣橋頭地方法院,107法登他61,222,變更登記,社團法人台灣中越婚姻媒合協會,107/06/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGuAAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000061&ef=CTD&fg=1,output/details/CTD/107/000061/AAAdkxAAHAAAPGuAAD.json,AAAdkxAAHAAAPGuAAD,CTD
臺灣橋頭地方法院,107法登他62,223,變更登記,社團法人高雄市向陽自立生活協會,107/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGuAAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000062&ef=CTD&fg=1,output/details/CTD/107/000062/AAAdkxAAHAAAPGuAAE.json,AAAdkxAAHAAAPGuAAE,CTD
臺灣橋頭地方法院,107法登他63,224,變更登記,社團法人高市勞資權益協會,107/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGuAAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=CTD&fg=1,output/details/CTD/107/000063/AAAdkxAAHAAAPGuAAC.json,AAAdkxAAHAAAPGuAAC,CTD
臺灣橋頭地方法院,107法登他61,222,變更登記,社團法人台灣中越婚姻媒合協會,107/06/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGuAAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000061&ef=CTD&fg=1,output/details/CTD/107/000061/AAAdkxAAHAAAPGuAAD.json,AAAdkxAAHAAAPGuAAD,CTD
臺灣橋頭地方法院,107法登他62,223,變更登記,社團法人高雄市向陽自立生活協會,107/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGuAAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000062&ef=CTD&fg=1,output/details/CTD/107/000062/AAAdkxAAHAAAPGuAAE.json,AAAdkxAAHAAAPGuAAE,CTD
臺灣橋頭地方法院,107法登他63,224,變更登記,社團法人高市勞資權益協會,107/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGuAAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=CTD&fg=1,output/details/CTD/107/000063/AAAdkxAAHAAAPGuAAC.json,AAAdkxAAHAAAPGuAAC,CTD
臺灣橋頭地方法院,107法登他63,224,變更登記,社團法人新高市勞資權益協會,107/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPF0AAA&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=CTD&fg=1,output/details/CTD/107/000063/AAAdkxAAHAAAPF0AAA.json,AAAdkxAAHAAAPF0AAA,CTD
臺灣橋頭地方法院,107法登他64,195,變更登記,財團法人高雄市大社工業區聯合消防隊,107/06/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPF0AAB&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000064&ef=CTD&fg=1,output/details/CTD/107/000064/AAAdkxAAHAAAPF0AAB.json,AAAdkxAAHAAAPF0AAB,CTD
臺灣橋頭地方法院,107法登他63,224,變更登記,社團法人新高市勞資權益協會,107/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPF0AAA&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=CTD&fg=1,output/details/CTD/107/000063/AAAdkxAAHAAAPF0AAA.json,AAAdkxAAHAAAPF0AAA,CTD
臺灣橋頭地方法院,107法登他65,87,變更登記,財團法人台灣省高雄縣私立高苑高級工商職業學校,107/06/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPFkAAL&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000065&ef=CTD&fg=1,output/details/CTD/107/000065/AAAdkxAAHAAAPFkAAL.json,AAAdkxAAHAAAPFkAAL,CTD
臺灣橋頭地方法院,107法登他66,225,變更登記,財團法人中國基督教靈糧世界佈道會高雄靈糧堂,107/06/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPFkAAG&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000066&ef=CTD&fg=1,output/details/CTD/107/000066/AAAdkxAAHAAAPFkAAG.json,AAAdkxAAHAAAPFkAAG,CTD
臺灣橋頭地方法院,107法登他67,226,變更登記,財團法人高雄市立灣內國民小學教育發展基金會,107/06/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHDAAL&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000067&ef=CTD&fg=1,output/details/CTD/107/000067/AAAdkxAAHAAAPHDAAL.json,AAAdkxAAHAAAPHDAAL,CTD
臺灣橋頭地方法院,107法登他68,227,變更登記,社團法人高雄市美濃愛鄉協進會,107/06/15,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHjAAI&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000068&ef=CTD&fg=1,output/details/CTD/107/000068/AAAdkxAAHAAAPHjAAI.json,AAAdkxAAHAAAPHjAAI,CTD
臺灣橋頭地方法院,107法登他69,228,變更登記,社團法人高雄市蘭若護生協會,107/06/15,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHjAAJ&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000069&ef=CTD&fg=1,output/details/CTD/107/000069/AAAdkxAAHAAAPHjAAJ.json,AAAdkxAAHAAAPHjAAJ,CTD
臺灣橋頭地方法院,107法登他70,229,變更登記,財團法人高雄縣王居福祠,107/06/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG%2BAAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000070&ef=CTD&fg=1,output/details/CTD/107/000070/AAAdkxAAHAAAPG+AAD.json,AAAdkxAAHAAAPG+AAD,CTD
臺灣橋頭地方法院,107法登他71,230,變更登記,財團法人高雄市立後紅國民小學教育發展基金會,107/06/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG%2BAAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=CTD&fg=1,output/details/CTD/107/000071/AAAdkxAAHAAAPG+AAC.json,AAAdkxAAHAAAPG+AAC,CTD
臺灣橋頭地方法院,107法登他48,213,變更登記,社團法人高雄市飛揚福利服務協會,107/05/03,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG%2BAAB&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000048&ef=CTD&fg=1,output/details/CTD/107/000048/AAAdkxAAHAAAPG+AAB.json,AAAdkxAAHAAAPG+AAB,CTD
臺灣橋頭地方法院,107法登他71,230,變更登記,財團法人高雄市立後紅國民小學教育發展基金會,107/06/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHMAAF&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=CTD&fg=1,output/details/CTD/107/000071/AAAdkxAAHAAAPHMAAF.json,AAAdkxAAHAAAPHMAAF,CTD
臺灣橋頭地方法院,107法登他72,231,變更登記,財團法人高雄市私立基督教山地育幼院,107/06/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGUAAA&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000072&ef=CTD&fg=1,output/details/CTD/107/000072/AAAdkxAAHAAAPGUAAA.json,AAAdkxAAHAAAPGUAAA,CTD
臺灣橋頭地方法院,107法登他73,232,變更登記,財團法人美山文教基金會,107/06/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGUAAB&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000073&ef=CTD&fg=1,output/details/CTD/107/000073/AAAdkxAAHAAAPGUAAB.json,AAAdkxAAHAAAPGUAAB,CTD
臺灣橋頭地方法院,107法登社11,233,設立登記,社團法人中華民國樹德科技大學流行設計系系友會,107/06/25,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGkAAC&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000011&ef=CTD&fg=1,output/details/CTD/107/000011/AAAdkxAAHAAAPGkAAC.json,AAAdkxAAHAAAPGkAAC,CTD
臺灣橋頭地方法院,107法登他67,226,變更登記,財團法人高雄市立灣內國民小學教育發展基金會,107/06/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHDAAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000067&ef=CTD&fg=1,output/details/CTD/107/000067/AAAdkxAAHAAAPHDAAD.json,AAAdkxAAHAAAPHDAAD,CTD
臺灣橋頭地方法院,107法登他74,234,變更登記,財團法人正修教育基金會,107/06/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGkAAH&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000074&ef=CTD&fg=1,output/details/CTD/107/000074/AAAdkxAAHAAAPGkAAH.json,AAAdkxAAHAAAPGkAAH,CTD
臺灣橋頭地方法院,107法登他75,127,變更登記,財團法人高雄市私立宏仁老人長期照顧中心（養護型）,107/06/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG0AAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000075&ef=CTD&fg=1,output/details/CTD/107/000075/AAAdkxAAHAAAPG0AAC.json,AAAdkxAAHAAAPG0AAC,CTD
臺灣橋頭地方法院,107法登他65,87,變更登記,財團法人台灣省高雄縣私立高苑高級工商職業學校,107/06/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPFkAAJ&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000065&ef=CTD&fg=1,output/details/CTD/107/000065/AAAdkxAAHAAAPFkAAJ.json,AAAdkxAAHAAAPFkAAJ,CTD
臺灣橋頭地方法院,107法登他76,133,變更登記,財團法人樹德科技大學,107/06/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG0AAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000076&ef=CTD&fg=1,output/details/CTD/107/000076/AAAdkxAAHAAAPG0AAE.json,AAAdkxAAHAAAPG0AAE,CTD
臺灣橋頭地方法院,107法登他74,234,變更登記,財團法人正修教育基金會,107/06/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHUAAG&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000074&ef=CTD&fg=1,output/details/CTD/107/000074/AAAdkxAAHAAAPHUAAG.json,AAAdkxAAHAAAPHUAAG,CTD
臺灣橋頭地方法院,107法登他70,229,變更登記,財團法人高雄縣王居福祠,107/06/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJzvAAF&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000070&ef=CTD&fg=1,output/details/CTD/107/000070/AAAdkxAAHAAAJzvAAF.json,AAAdkxAAHAAAJzvAAF,CTD
臺灣橋頭地方法院,107法登他75,127,變更登記,財團法人高雄市私立宏仁老人長期照顧中心（養護型）,107/06/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHkAAG&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000075&ef=CTD&fg=1,output/details/CTD/107/000075/AAAdkxAAHAAAPHkAAG.json,AAAdkxAAHAAAPHkAAG,CTD
臺灣橋頭地方法院,107法登他76,133,變更登記,財團法人樹德科技大學,107/06/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG0AAL&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000076&ef=CTD&fg=1,output/details/CTD/107/000076/AAAdkxAAHAAAPG0AAL.json,AAAdkxAAHAAAPG0AAL,CTD
臺灣橋頭地方法院,107法登社12,235,設立登記,社團法人高雄市守德關懷希望協會,107/07/04,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHMAAH&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000012&ef=CTD&fg=1,output/details/CTD/107/000012/AAAdkxAAHAAAPHMAAH.json,AAAdkxAAHAAAPHMAAH,CTD
臺灣橋頭地方法院,107法登社11,233,設立登記,社團法人中華民國樹德科技大學流行設計系系友會,107/06/25,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPIEAAE&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000011&ef=CTD&fg=1,output/details/CTD/107/000011/AAAdkxAAHAAAPIEAAE.json,AAAdkxAAHAAAPIEAAE,CTD
臺灣橋頭地方法院,107法登他71,230,變更登記,財團法人高雄市立後紅國民小學教育發展基金會,107/06/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPEVAAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=CTD&fg=1,output/details/CTD/107/000071/AAAdkxAAHAAAPEVAAC.json,AAAdkxAAHAAAPEVAAC,CTD
臺灣橋頭地方法院,107法登他77,236,變更登記,財團法人志玄文教基金會,107/07/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPE1AAI&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000077&ef=CTD&fg=1,output/details/CTD/107/000077/AAAdkxAAHAAAPE1AAI.json,AAAdkxAAHAAAPE1AAI,CTD
臺灣橋頭地方法院,107法登他78,237,變更登記,社團法人中華整體美學設計協會,107/07/10,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPE1AAJ&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000078&ef=CTD&fg=1,output/details/CTD/107/000078/AAAdkxAAHAAAPE1AAJ.json,AAAdkxAAHAAAPE1AAJ,CTD
臺灣橋頭地方法院,107法登他71,230,變更登記,財團法人高雄市立後紅國民小學教育發展基金會,107/06/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGvAAK&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=CTD&fg=1,output/details/CTD/107/000071/AAAdkxAAHAAAPGvAAK.json,AAAdkxAAHAAAPGvAAK,CTD
臺灣橋頭地方法院,107法登他79,238,變更登記,財團法人台灣聯合五旬節基督教會,107/07/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGVAAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000079&ef=CTD&fg=1,output/details/CTD/107/000079/AAAdkxAAHAAAPGVAAE.json,AAAdkxAAHAAAPGVAAE,CTD
臺灣橋頭地方法院,107法登他78,237,變更登記,社團法人中華整體美學設計協會,107/07/10,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPEoAAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000078&ef=CTD&fg=1,output/details/CTD/107/000078/AAAdkxAAHAAAPEoAAC.json,AAAdkxAAHAAAPEoAAC,CTD
臺灣橋頭地方法院,107法登他80,136,變更登記,社團法人高雄市勞動生活教育促進會,107/07/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHPAAL&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000080&ef=CTD&fg=1,output/details/CTD/107/000080/AAAdkxAAHAAAPHPAAL.json,AAAdkxAAHAAAPHPAAL,CTD
臺灣橋頭地方法院,107法登他80,136,變更登記,社團法人高雄市勞動生活教育促進會,107/07/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMZjAAG&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000080&ef=CTD&fg=1,output/details/CTD/107/000080/AAAdkxAAHAAAMZjAAG.json,AAAdkxAAHAAAMZjAAG,CTD
臺灣橋頭地方法院,107法登他81,25,變更登記,社團法人高雄市長期照顧專業協會,107/07/23,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPFWAAF&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000081&ef=CTD&fg=1,output/details/CTD/107/000081/AAAdkxAAHAAAPFWAAF.json,AAAdkxAAHAAAPFWAAF,CTD
臺灣橋頭地方法院,107法登財1,239,設立登記,財團法人基督教阿蓮馬可樓教會,107/07/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGKAAJ&bc=107&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000001&ef=CTD&fg=1,output/details/CTD/107/000001/AAAdkxAAHAAAPGKAAJ.json,AAAdkxAAHAAAPGKAAJ,CTD
臺灣橋頭地方法院,107法登他67,226,變更登記,財團法人高雄市立灣內國民小學教育發展基金會,107/06/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGKAAI&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000067&ef=CTD&fg=1,output/details/CTD/107/000067/AAAdkxAAHAAAPGKAAI.json,AAAdkxAAHAAAPGKAAI,CTD
臺灣橋頭地方法院,107法登他67,226,變更登記,財團法人高雄市立灣內國民小學教育發展基金會,107/06/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGDAAM&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000067&ef=CTD&fg=1,output/details/CTD/107/000067/AAAdkxAAHAAAPGDAAM.json,AAAdkxAAHAAAPGDAAM,CTD
臺灣橋頭地方法院,107法登他82,87,變更登記,財團法人台灣省高雄縣私立高苑高級工商職業學校,107/07/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGpAAB&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000082&ef=CTD&fg=1,output/details/CTD/107/000082/AAAdkxAAHAAAPGpAAB.json,AAAdkxAAHAAAPGpAAB,CTD
臺灣橋頭地方法院,107法登社13,240,設立登記,社團法人高雄市玉山社會福利關懷協會,107/07/27,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPGpAAC&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000013&ef=CTD&fg=1,output/details/CTD/107/000013/AAAdkxAAHAAAPGpAAC.json,AAAdkxAAHAAAPGpAAC,CTD
臺灣橋頭地方法院,107法登他83,242,變更登記,社團法人高雄市樂齡照顧關懷協會,107/08/06,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPERAAH&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000083&ef=CTD&fg=1,output/details/CTD/107/000083/AAAdkxAAHAAAPERAAH.json,AAAdkxAAHAAAPERAAH,CTD
臺灣橋頭地方法院,107法登他62,223,變更登記,社團法人高雄市向陽自立生活協會,107/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHgAAB&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000062&ef=CTD&fg=1,output/details/CTD/107/000062/AAAdkxAAHAAAPHgAAB.json,AAAdkxAAHAAAPHgAAB,CTD
臺灣橋頭地方法院,107法登他84,243,變更登記,財團法人世豐善智慈善事業基金會,107/08/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHcAAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000084&ef=CTD&fg=1,output/details/CTD/107/000084/AAAdkxAAHAAAPHcAAD.json,AAAdkxAAHAAAPHcAAD,CTD
臺灣橋頭地方法院,107法登他85,244,變更登記,社團法人高雄市多元家庭關愛協會,107/08/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPHcAAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000085&ef=CTD&fg=1,output/details/CTD/107/000085/AAAdkxAAHAAAPHcAAE.json,AAAdkxAAHAAAPHcAAE,CTD
臺灣橋頭地方法院,107法登他86,221,變更登記,社團法人台灣環境教育協會,107/08/08,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG2AAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000086&ef=CTD&fg=1,output/details/CTD/107/000086/AAAdkxAAHAAAPG2AAC.json,AAAdkxAAHAAAPG2AAC,CTD
臺灣橋頭地方法院,107法登社15,245,設立登記,社團法人高雄市鳥松區仁美福德祠文化發展協會,107/08/08,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAPG2AAD&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000015&ef=CTD&fg=1,output/details/CTD/107/000015/AAAdkxAAHAAAPG2AAD.json,AAAdkxAAHAAAPG2AAD,CTD
